customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C101598,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,74.63,1850.46,0
C101599,Female,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.9,66.47,1
C101600,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,62.67,1498.6,0
C101601,Female,0,Yes,No,67,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,,4629.33,1
C101602,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.96,1102.19,1
C101603,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,80.2,310.82,1
C101604,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.19,3026.25,1
C101605,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.56,1182.89,1
C101606,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.65,2738.66,0
C101607,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.96,316.66,0
C101608,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,61.32,2255.65,1
C101609,Male,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.91,3478.72,1
C101610,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,75.56,55.47,0
C101611,Male,0,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,41.82,711.47,0
C101612,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,77.76,1637.46,0
C101613,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,69.85,3968.81,0
C101614,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,55.08,268.64,1
C101615,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.32,5224.8,1
C101616,Female,1,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,74.94,200.61,0
C101617,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.18,4688.28,1
C101618,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.84,4155.7,0
C101619,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.84,1648.71,0
C101620,Male,1,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card,79.28,304.44,1
C101621,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,59.45,2743.19,0
C101622,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,56.36,0.0,0
C101623,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,29.25,1216.81,0
C101624,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,76.25,2517.85,1
C101625,Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.28,497.66,0
C101626,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,67.41,3782.31,1
C101627,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer,65.07,53.94,1
C101628,Male,0,Yes,Yes,5,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,53.0,261.9,1
C101629,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.08,1305.35,1
C101630,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.47,1273.23,0
C101631,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,68.27,50.55,0
C101632,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,33.22,2019.82,0
C101633,Female,1,Yes,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,55.15,3569.17,1
C101634,Male,0,Yes,Yes,56,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,63.15,2807.94,0
C101635,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,81.09,4261.4,0
C101636,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,79.48,94.71,0
C101637,Female,1,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.42,284.76,1
C101638,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,64.1,4038.71,0
C101639,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,83.65,3743.67,0
C101640,Female,0,Yes,No,28,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,No,Mailed check,60.39,1705.27,1
C101641,Male,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,29.05,511.09,1
C101642,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,62.79,138.16,1
C101643,Female,1,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.03,1081.92,1
C101644,Male,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,77.89,3525.39,0
C101645,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,,247.2,0
C101646,Male,0,No,Yes,47,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,67.83,3450.69,0
C101647,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,82.87,3840.22,0
C101648,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card,60.69,167.14,0
C101649,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,96.29,4427.33,1
C101650,Male,1,No,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,68.41,83.14,1
C101651,,0,No,No,61,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,58.36,3491.55,0
C101652,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,27.11,887.77,0
C101653,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,87.22,286.64,1
C101654,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,71.53,5129.79,0
C101655,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,67.66,994.01,0
C101656,Female,1,Yes,No,2,Yes,,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,90.3,205.52,1
C101657,Female,1,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.1,2656.38,1
C101658,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.86,1999.96,1
C101659,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,81.19,418.44,0
C101660,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,71.87,293.13,0
C101661,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.45,155.4,1
C101662,Male,1,Yes,No,54,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,61.88,3659.6,0
C101663,Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,65.24,2714.2,0
C101664,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,88.25,1294.9,1
C101665,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,67.72,72.32,1
C101666,Female,1,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.77,100.72,1
C101667,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,80.73,1197.27,1
C101668,Female,1,Yes,Yes,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.02,0.0,1
C101669,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,84.08,1799.76,0
C101670,Female,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,74.74,2825.94,0
C101671,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,72.12,751.31,1
C101672,Male,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.18,2204.69,1
C101673,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.82,3827.49,1
C101674,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.43,211.92,1
C101675,Female,1,No,No,25,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,70.68,1816.26,0
C101676,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,81.36,240.76,1
C101677,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,76.15,264.82,1
C101678,Female,1,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,33.36,731.16,0
C101679,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,87.09,76.68,1
C101680,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.91,1806.09,0
C101681,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,80.74,3362.69,0
C101682,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,61.19,410.88,0
C101683,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,87.68,3019.85,1
C101684,Male,1,Yes,No,39,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,66.79,2608.71,0
C101685,Female,1,No,No,67,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,,,1
C101686,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.04,53.95,0
C101687,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card,75.74,1363.4,1
C101688,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,27.54,46.24,1
C101689,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.17,262.75,1
C101690,Female,0,No,No,4,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,70.93,267.69,1
C101691,Female,1,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,53.91,210.35,1
C101692,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,,3.06,0
C101693,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,30.05,116.16,0
C101694,Male,0,Yes,No,34,Yes,Yes,Fiber optic,,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.04,2915.67,0
C101695,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,85.26,4252.14,0
C101696,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.78,1448.96,0
C101697,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card,70.42,126.02,1
C101698,Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,63.67,57.97,0
C101699,Female,0,No,No,46,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.69,2711.79,1
C101700,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,34.56,9.33,0
C101701,,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,79.66,3506.17,1
C101702,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card,87.13,1311.42,0
C101703,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.38,3835.67,0
C101704,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,66.9,159.4,1
C101705,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.51,399.43,0
C101706,Female,1,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,94.08,1533.86,1
C101707,Female,1,Yes,No,22,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.11,1995.77,1
C101708,Male,1,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,52.44,12.32,0
C101709,Male,1,No,No,67,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,57.63,3940.62,0
C101710,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,87.83,1985.75,1
C101711,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.91,0.0,1
C101712,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,68.81,1386.16,0
C101713,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,60.34,476.24,1
C101714,Female,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,72.69,149.43,0
C101715,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.02,883.91,0
C101716,Female,0,Yes,No,61,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,70.03,3788.29,0
C101717,Male,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.28,3987.17,1
C101718,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card,62.82,224.99,0
C101719,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.31,3353.13,0
C101720,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,69.75,360.21,1
C101721,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,,2916.12,0
C101722,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,86.14,,0
C101723,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,71.82,3883.89,1
C101724,Female,1,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,89.45,5547.62,0
C101725,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,92.01,385.4,0
C101726,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,72.52,8.99,0
C101727,Female,0,Yes,No,16,Yes,Yes,Fiber optic,,No,No,No,Yes,Yes,Two year,No,Credit card,88.51,1418.16,0
C101728,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.03,134.04,0
C101729,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.44,4595.37,0
C101730,Female,0,No,Yes,49,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.67,3413.4,1
C101731,Female,1,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,75.68,5362.41,0
C101732,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card,80.88,108.09,0
C101733,Female,1,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,78.27,1651.45,1
C101734,Female,1,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,79.12,63.36,1
C101735,Female,1,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.22,4056.88,1
C101736,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer,79.38,2255.1,0
C101737,,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,33.13,432.24,0
C101738,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,78.51,2314.8,0
C101739,Male,0,No,No,4,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,69.91,256.69,1
C101740,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer,72.91,2902.89,1
C101741,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card,65.2,,0
C101742,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,71.7,,0
C101743,Male,0,No,Yes,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,75.71,1034.37,0
C101744,Male,1,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,78.67,3558.74,0
C101745,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,77.77,487.98,0
C101746,Female,0,No,No,70,Yes,,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,84.54,5754.85,0
C101747,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,89.53,463.14,1
C101748,Female,0,No,No,32,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,64.29,2230.39,0
C101749,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,51.66,15.69,1
C101750,Female,0,No,Yes,31,Yes,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.01,2322.65,0
C101751,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,79.42,0.0,0
C101752,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,79.13,4770.85,0
C101753,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,76.92,402.32,1
C101754,Female,1,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,89.76,14.6,0
C101755,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.64,66.2,1
C101756,Male,1,No,No,41,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card,67.34,2704.95,1
C101757,Female,0,Yes,No,3,Yes,No,Fiber optic,,Yes,Yes,No,No,Yes,One year,No,Credit card,84.57,267.84,0
C101758,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,66.96,8.59,0
C101759,Female,1,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,60.98,59.54,0
C101760,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,76.52,85.49,1
C101761,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,96.37,1168.42,0
C101762,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,71.04,2179.26,1
C101763,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,90.17,87.71,0
C101764,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,32.46,60.11,0
C101765,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,60.69,83.39,1
C101766,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,84.28,2973.9,0
C101767,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,88.25,215.42,1
C101768,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,,69.55,1
C101769,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,85.3,184.88,1
C101770,Male,0,Yes,Yes,4,Yes,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.46,95.13,1
C101771,Male,0,Yes,No,62,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,50.96,2937.97,0
C101772,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,75.44,88.48,1
C101773,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,102.06,2945.4,1
C101774,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.24,1966.1,0
C101775,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,81.46,1818.62,1
C101776,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,38.18,75.96,1
C101777,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,93.94,6112.98,1
C101778,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.96,1114.56,0
C101779,Female,1,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,68.64,2393.92,1
C101780,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.62,3615.65,0
C101781,Male,1,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,51.81,107.7,0
C101782,Male,0,Yes,No,37,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,78.52,2921.13,1
C101783,Female,1,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.01,4020.62,0
C101784,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer,60.17,221.19,0
C101785,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,83.14,348.77,1
C101786,Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,75.02,479.33,0
C101787,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.43,115.39,1
C101788,Male,1,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.18,566.84,0
