customerID,age,gender,income,loan_amount,loan_term,credit_score,employment_status,marital_status,default
C102780,35,Female,61576.04,23427.38,183,588.3,Employed,Single,Yes
C102781,65,Male,81246.25,19049.94,121,732.3,Student,Single,Yes
C102782,57,Female,52856.12,5029.46,176,703.4,Student,Divorced,Yes
C102783,61,Male,120906.51,55604.86,126,729.8,Employed,Married,No
C102784,64,Male,48710.23,8710.94,127,662.2,Unemployed,Single,Yes
C102785,26,Male,41933.4,20596.42,201,619.6,Employed,Married,Yes
C102786,34,Female,39473.99,6388.52,359,669.0,Employed,Single,Yes
C102787,23,Female,55781.19,26041.59,154,713.3,Self-employed,Single,Yes
C102788,21,Male,25609.28,10758.53,86,675.7,Employed,Divorced,Yes
C102789,61,Female,65891.26,14763.63,276,703.3,Employed,Single,Yes
C102790,65,Male,21893.92,13346.11,114,647.8,Employed,Single,Yes
C102791,28,Male,63233.42,32898.1,198,705.5,Unemployed,Married,Yes
C102792,55,Female,32974.97,5787.15,100,679.8,Unemployed,Single,Yes
C102793,46,Female,52374.13,25948.45,85,637.6,Employed,Single,Yes
C102794,24,Female,72090.81,17709.29,99,688.4,Employed,Married,Yes
C102795,64,Female,106080.75,22282.2,136,656.8,Self-employed,Single,No
C102796,62,Female,38439.99,7131.19,344,717.0,Employed,Single,Yes
C102797,48,Male,56993.65,9253.9,245,732.4,Employed,Married,Yes
C102798,54,Male,45524.83,21482.61,254,710.1,Employed,Divorced,Yes
C102799,40,Male,42602.59,22095.54,30,581.9,Self-employed,Married,Yes
C102800,59,Female,45700.53,27946.54,15,622.1,Employed,Single,Yes
C102801,42,Female,76481.33,21159.01,131,641.8,Employed,Married,Yes
C102802,68,Female,50238.88,11260.98,320,632.2,Employed,Married,Yes
C102803,24,Male,104986.25,30424.45,17,647.4,Employed,Single,Yes
C102804,29,Male,68319.59,19340.37,278,735.5,Student,Single,No
C102805,67,Female,39799.79,18839.72,297,721.9,Self-employed,Married,Yes
C102806,34,Female,52665.9,22919.39,108,654.6,Employed,Single,Yes
C102807,35,Male,43963.06,20892.28,52,715.5,Employed,Divorced,No
C102808,58,Male,76001.37,38706.98,65,699.7,Employed,Single,Yes
C102809,30,Male,27224.41,3091.42,38,678.0,Employed,Single,Yes
C102810,45,Male,33180.97,7941.95,305,748.9,Employed,Married,Yes
C102811,34,Male,48169.08,16898.57,285,640.3,Employed,Married,No
C102812,30,Male,73658.94,40338.27,246,683.2,Employed,Single,No
C102813,67,Female,84661.21,24842.7,43,616.9,Unemployed,Married,Yes
C102814,30,Male,87610.84,13794.95,342,619.8,Employed,Married,Yes
C102815,25,Male,70596.03,30210.81,250,598.4,Employed,Single,Yes
C102816,53,Male,58342.21,13260.76,300,620.8,Employed,Married,Yes
C102817,62,Female,75892.52,25978.17,144,685.0,Employed,Married,Yes
C102818,27,Male,37109.99,1092.71,80,661.9,Employed,Single,No
C102819,54,Male,23106.86,13484.13,297,663.8,Employed,Divorced,Yes
C102820,46,Male,68732.75,17963.82,29,662.1,Student,Divorced,Yes
C102821,60,Female,39886.43,23470.82,75,786.4,Employed,Married,Yes
C102822,27,Female,58693.87,28645.54,65,611.8,Employed,Single,Yes
C102823,67,Male,62392.54,10888.14,41,605.4,Employed,Divorced,Yes
C102824,50,Male,64962.39,27166.27,203,629.3,Employed,Married,Yes
C102825,61,Male,78755.83,41706.09,91,675.7,Self-employed,Single,Yes
C102826,38,Female,76641.5,32912.41,348,710.9,Employed,Married,Yes
C102827,66,Female,63900.0,34281.3,336,717.1,Self-employed,Married,No
C102828,51,Male,51159.69,24910.62,70,736.7,Unemployed,Single,Yes
C102829,27,Male,62155.24,16128.69,300,673.5,Employed,Single,Yes
C102830,65,Female,48075.79,16172.86,25,656.2,Employed,Married,Yes
C102831,59,Female,56071.42,15033.72,111,778.0,Employed,Divorced,Yes
C102832,35,Male,112363.47,36185.62,241,512.9,Employed,Single,Yes
C102833,47,Male,63643.79,33507.72,83,683.8,Employed,Single,Yes
C102834,39,Male,69004.9,30399.23,39,705.8,Employed,Single,Yes
C102835,47,Female,45890.39,7936.26,66,792.4,Unemployed,Married,No
C102836,67,Female,80401.47,45535.39,241,580.4,Employed,Single,Yes
C102837,64,Female,75205.45,41895.88,88,654.8,Employed,Married,Yes
C102838,31,Female,75347.05,18937.58,97,598.5,Self-employed,Single,Yes
C102839,67,Male,64297.82,37799.93,83,572.1,Employed,Married,Yes
C102840,42,Male,80683.8,18771.48,318,667.7,Employed,Married,Yes
C102841,54,Male,85433.7,26912.38,321,730.0,Employed,Married,Yes
C102842,57,Female,65661.98,24687.02,292,752.4,Employed,Single,Yes
C102843,44,Female,57707.75,31574.05,18,648.1,Employed,Married,Yes
C102844,42,Male,77891.42,21656.45,99,720.0,Employed,Single,Yes
C102845,42,Male,41917.49,11606.84,318,668.1,Self-employed,Single,Yes
C102846,62,Female,45640.79,30298.28,204,713.4,Employed,Married,Yes
C102847,39,Female,58933.99,30602.34,26,749.3,Unemployed,Married,Yes
C102848,34,Female,25172.86,5130.66,98,668.3,Employed,Married,Yes
C102849,38,Male,76551.91,13306.25,299,744.6,Employed,Single,No
C102850,30,Female,40741.72,26782.69,317,607.2,Employed,Married,Yes
C102851,39,Female,50570.18,26332.58,160,719.4,Employed,Single,Yes
C102852,26,Female,55734.41,12633.87,64,742.0,Employed,Married,Yes
C102853,25,Female,60785.74,16296.27,38,735.8,Employed,Single,Yes
C102854,55,Female,53126.93,22200.64,90,608.9,Employed,Married,No
C102855,24,Female,58652.58,29680.42,290,667.7,Employed,Divorced,Yes
C102856,48,Female,58807.45,18434.26,299,698.1,Employed,Single,Yes
C102857,58,Male,51059.38,23822.13,101,706.6,Employed,Married,Yes
C102858,55,Male,44536.11,11423.99,352,687.0,Employed,Married,Yes
C102859,42,Female,81629.48,41390.35,317,765.8,Employed,Married,Yes
C102860,30,Female,17911.89,3161.36,355,602.3,Employed,Married,Yes
C102861,65,Male,55885.7,33586.29,273,665.6,Employed,Single,Yes
C102862,61,Male,50622.01,2460.53,211,578.7,Employed,Single,Yes
C102863,50,Female,68375.83,8688.81,353,717.3,Self-employed,Single,No
C102864,25,Female,30914.14,5205.44,251,713.3,Self-employed,Married,Yes
C102865,22,Female,50004.29,14491.05,301,850.0,Employed,Single,Yes
C102866,36,Male,57952.81,20796.2,152,741.6,Employed,Married,Yes
C102867,28,Female,81401.47,37278.05,95,699.9,Self-employed,Married,No
C102868,62,Female,66643.7,36290.09,211,695.3,Employed,Married,Yes
C102869,30,Male,36330.24,16849.39,154,661.0,Employed,Single,Yes
C102870,34,Male,50250.47,18246.04,134,687.8,Unemployed,Married,Yes
C102871,67,Female,77721.03,22214.37,254,696.6,Employed,Single,Yes
C102872,60,Male,35984.5,21040.61,224,562.1,Employed,Married,Yes
C102873,31,Female,58427.11,14460.87,121,691.8,Employed,Single,No
C102874,39,Female,59817.59,15118.42,96,686.1,Employed,Single,Yes
C102875,45,Female,52284.34,6975.91,202,785.2,Employed,Divorced,Yes
C102876,52,Male,113915.04,27775.94,125,672.1,Employed,Single,Yes
C102877,65,Female,51745.37,24766.96,94,634.1,Employed,Single,Yes
C102878,62,Male,68995.3,9914.74,89,696.1,Employed,Single,No
C102879,67,Female,44673.98,3699.8,242,684.5,Employed,Single,Yes
C102880,22,Male,70554.96,40148.65,156,672.2,Employed,Married,Yes
C102881,32,Female,77415.75,7695.5,131,603.3,Student,Single,Yes
C102882,48,Female,48240.72,14712.13,52,670.6,Employed,Single,Yes
C102883,23,Male,58905.96,15753.49,31,645.2,Employed,Married,No
C102884,38,Male,42094.4,23382.78,253,667.0,Employed,Single,No
C102885,28,Female,37111.92,13660.61,348,723.9,Employed,Single,No
C102886,65,Male,80735.91,11138.26,125,639.5,Employed,Single,Yes
C102887,24,Male,48919.98,27594.55,305,666.7,Employed,Married,Yes
C102888,28,Male,15000.0,3163.08,221,712.5,Student,Married,Yes
C102889,30,Female,95307.12,29842.7,117,663.8,Employed,Married,No
C102890,28,Female,43958.09,20472.2,209,836.6,Employed,Married,Yes
C102891,48,Male,55072.54,28663.04,57,694.9,Self-employed,Married,Yes
C102892,38,Female,92818.13,18986.76,129,605.5,Employed,Married,Yes
C102893,64,Male,57165.16,11373.24,267,629.6,Employed,Divorced,No
C102894,33,Male,56733.27,11488.09,308,623.6,Employed,Married,Yes
C102895,46,Male,35436.54,19623.02,88,630.5,Employed,Married,No
C102896,52,Male,27303.33,12763.93,328,712.2,Employed,Single,Yes
C102897,51,Male,56672.27,17902.88,222,613.6,Self-employed,Married,Yes
C102898,59,Female,67256.2,36520.85,91,660.1,Employed,Married,Yes
C102899,30,Male,66110.51,10286.61,283,748.6,Employed,Single,No
C102900,45,Female,50374.78,25668.48,318,648.8,Employed,Single,Yes
C102901,59,Male,60405.16,32593.95,106,720.3,Employed,Single,No
C102902,62,Male,23255.8,6409.64,48,579.0,Student,Single,Yes
C102903,50,Male,69203.34,6719.45,111,657.8,Employed,Married,Yes
C102904,52,Female,63228.12,10988.09,275,626.8,Employed,Single,Yes
C102905,62,Female,99473.22,15637.8,33,698.0,Employed,Married,No
C102906,50,Male,60149.59,25905.15,112,617.9,Self-employed,Single,Yes
C102907,66,Male,41146.61,26427.54,123,804.2,Employed,Married,Yes
C102908,27,Male,58985.54,14223.58,17,581.6,Employed,Single,Yes
C102909,37,Female,53444.0,12716.47,219,748.1,Unemployed,Single,Yes
C102910,26,Male,68694.16,18216.76,292,732.7,Employed,Married,Yes
C102911,25,Female,60537.84,23353.23,66,698.6,Employed,Single,Yes
C102912,43,Male,34801.07,12909.86,320,683.3,Employed,Single,Yes
C102913,31,Male,27285.13,3916.51,343,791.3,Self-employed,Married,No
C102914,40,Female,65258.16,31597.11,314,828.3,Self-employed,Divorced,No
C102915,42,Male,87662.29,17475.65,263,667.6,Self-employed,Married,No
C102916,50,Male,61586.96,28757.84,167,689.5,Employed,Married,Yes
C102917,66,Female,76265.95,23091.13,82,646.9,Self-employed,Married,Yes
C102918,61,Male,80256.18,14744.77,329,609.8,Unemployed,Married,Yes
C102919,39,Male,65335.84,23953.32,196,707.8,Employed,Married,No
C102920,36,Male,43710.17,21270.77,169,695.0,Self-employed,Married,Yes
C102921,57,Male,63906.16,17958.05,148,583.4,Self-employed,Married,Yes
C102922,26,Female,84141.46,44057.05,87,707.4,Self-employed,Married,Yes
C102923,46,Male,70597.81,33945.32,145,697.0,Employed,Single,No
C102924,41,Female,74964.91,16497.23,289,643.9,Employed,Single,Yes
C102925,29,Female,50749.08,38040.51,206,640.0,Self-employed,Married,Yes
C102926,50,Female,55952.92,33478.21,149,705.4,Student,Married,Yes
C102927,36,Female,57625.45,6268.78,49,776.5,Employed,Married,No
C102928,29,Female,58973.24,31407.69,156,703.9,Employed,Single,Yes
C102929,52,Female,83359.17,47752.57,86,726.8,Employed,Married,Yes
C102930,29,Male,15000.0,3778.8,150,630.1,Employed,Divorced,Yes
C102931,53,Male,60610.77,20100.97,64,655.1,Employed,Single,Yes
C102932,28,Female,58410.07,6251.38,341,716.5,Student,Married,Yes
C102933,41,Male,32569.98,14138.86,72,598.5,Employed,Single,Yes
C102934,59,Female,73435.34,41581.85,55,692.4,Self-employed,Married,Yes
C102935,31,Male,45510.0,13967.31,240,709.6,Employed,Single,Yes
C102936,57,Female,52859.35,24049.57,131,677.7,Employed,Married,Yes
C102937,55,Male,96975.64,17347.56,358,699.2,Employed,Single,Yes
C102938,64,Female,80199.47,31645.64,152,683.5,Employed,Single,Yes
C102939,29,Male,71489.74,35618.21,238,642.7,Self-employed,Single,No
C102940,55,Male,67615.54,12541.82,302,609.3,Employed,Single,Yes
C102941,65,Female,56706.4,24580.28,354,674.6,Self-employed,Married,No
C102942,57,Female,99987.55,23344.43,293,758.3,Employed,Single,Yes
C102943,30,Female,76043.35,28940.38,212,741.5,Student,Single,No
C102944,60,Female,45009.0,20973.53,295,659.3,Employed,Married,Yes
C102945,26,Male,31997.95,13965.17,110,658.0,Employed,Single,Yes
C102946,49,Female,71336.76,16550.76,314,653.6,Employed,Married,Yes
C102947,44,Male,58882.62,18400.17,315,653.6,Employed,Single,Yes
C102948,46,Male,31421.24,19162.98,145,697.3,Employed,Divorced,No
C102949,45,Male,68571.72,31588.51,35,743.4,Self-employed,Married,Yes
C102950,22,Male,54619.46,21230.98,250,815.8,Self-employed,Single,Yes
C102951,45,Female,70613.3,44251.04,47,630.2,Employed,Married,Yes
C102952,65,Female,68834.8,18512.67,18,719.1,Employed,Single,Yes
C102953,41,Male,47834.72,11426.05,341,712.5,Employed,Single,No
C102954,34,Female,72656.9,38692.09,209,660.2,Self-employed,Single,Yes
C102955,68,Male,50041.9,2871.63,238,618.4,Self-employed,Married,Yes
C102956,25,Male,51342.36,30165.4,318,696.5,Employed,Married,Yes
C102957,44,Female,49354.57,21288.48,335,807.2,Employed,Single,Yes
C102958,45,Male,82619.49,49963.87,344,696.1,Employed,Married,Yes
C102959,43,Male,54388.55,15910.0,58,632.8,Employed,Single,Yes
C102960,65,Female,87448.86,46753.82,124,670.6,Employed,Married,No
C102961,41,Male,95669.7,47037.59,279,611.6,Employed,Single,No
C102962,67,Male,45225.62,19205.34,22,681.1,Self-employed,Single,Yes
C102963,24,Female,15000.0,3004.84,93,721.0,Employed,Married,Yes
C102964,56,Male,80890.19,9760.5,191,638.4,Student,Married,No
C102965,49,Female,53160.56,9658.22,131,484.7,Self-employed,Married,Yes
C102966,32,Female,42676.27,23697.72,72,696.6,Employed,Married,Yes
C102967,31,Male,48225.64,8335.92,324,649.9,Employed,Married,Yes
C102968,55,Male,51703.72,22331.16,167,635.0,Employed,Divorced,Yes
C102969,51,Male,85943.86,29722.62,155,634.4,Unemployed,Divorced,Yes
C102970,50,Female,63198.22,14595.79,240,704.0,Employed,Single,No
C102971,23,Male,85671.97,48745.29,245,655.5,Self-employed,Single,Yes
C102972,49,Female,69884.4,4731.04,183,735.8,Self-employed,Married,Yes
C102973,68,Male,53815.39,26927.18,320,737.1,Employed,Single,Yes
C102974,21,Female,52192.86,15761.57,115,663.8,Employed,Married,No
C102975,43,Male,71232.18,10838.69,315,648.7,Employed,Single,Yes
C102976,44,Male,76408.51,10543.32,314,687.7,Employed,Married,Yes
C102977,64,Male,79935.85,39813.94,15,671.3,Employed,Single,Yes
C102978,34,Female,54769.23,8944.94,274,574.8,Self-employed,Married,No
C102979,43,Female,63504.12,30452.99,67,794.8,Employed,Married,Yes
C102980,55,Male,71680.81,28265.1,180,722.9,Employed,Single,No
C102981,23,Male,52320.7,10478.77,331,652.2,Self-employed,Married,Yes
C102982,59,Male,37301.2,1000.0,80,565.0,Employed,Married,Yes
C102983,60,Male,43874.58,4924.19,207,669.2,Employed,Married,Yes
C102984,55,Female,55179.29,27166.21,282,644.7,Employed,Married,Yes
C102985,52,Female,73244.14,26450.67,179,676.4,Unemployed,Married,No
C102986,56,Female,85179.55,16154.42,39,550.2,Employed,Single,Yes
C102987,58,Male,32879.06,11200.21,34,651.7,Employed,Married,No
C102988,64,Male,48053.1,19376.1,192,655.3,Unemployed,Single,Yes
C102989,41,Female,52842.75,27710.21,20,668.5,Unemployed,Divorced,Yes
C102990,42,Male,75894.34,10923.51,17,665.8,Employed,Married,Yes
C102991,51,Female,49437.79,3798.02,343,683.1,Employed,Married,No
C102992,30,Male,51405.35,10266.77,197,771.3,Employed,Married,Yes
C102993,62,Male,31760.15,16346.31,176,649.1,Employed,Single,Yes
C102994,57,Female,69668.15,35120.83,46,625.3,Student,Single,Yes
C102995,51,Male,56772.02,15213.88,285,576.4,Employed,Single,Yes
C102996,35,Female,46919.1,13461.1,189,649.3,Self-employed,Single,No
C102997,37,Male,54809.74,31977.78,88,595.9,Student,Single,Yes
C102998,41,Male,82539.91,11885.06,274,737.6,Employed,Married,Yes
C102999,52,Male,39902.26,11796.78,94,674.2,Employed,Married,Yes
C103000,58,Male,43166.81,13623.36,187,736.4,Employed,Married,No
C103001,53,Male,85045.05,22781.73,206,767.9,Employed,Married,No
C103002,65,Male,61515.5,21408.41,109,628.1,Student,Single,Yes
C103003,67,Female,73395.08,19826.14,316,659.2,Student,Single,Yes
C103004,54,Female,68035.04,25799.51,256,759.9,Employed,Single,Yes
C103005,38,Male,59293.31,11348.95,112,691.4,Self-employed,Married,Yes
C103006,49,Male,53034.02,15008.94,66,711.3,Self-employed,Married,Yes
C103007,41,Male,76631.16,27699.01,126,742.0,Employed,Single,Yes
C103008,51,Female,83246.73,10281.52,173,733.8,Self-employed,Married,Yes
C103009,59,Female,81683.77,28285.59,203,704.6,Employed,Married,Yes
C103010,38,Male,36290.57,15918.96,151,763.8,Student,Single,No
C103011,45,Male,86098.22,46068.31,25,675.9,Self-employed,Single,Yes
C103012,23,Male,52841.29,9429.53,247,711.2,Employed,Single,Yes
C103013,56,Male,44899.41,6789.6,143,669.4,Employed,Married,Yes
C103014,44,Male,56613.45,17325.57,128,741.2,Self-employed,Married,Yes
C103015,43,Female,76622.57,44858.77,205,638.0,Employed,Married,No
C103016,46,Male,70809.28,23166.44,302,579.0,Employed,Single,Yes
C103017,31,Male,54892.27,9969.35,13,719.3,Employed,Single,No
C103018,49,Male,76753.32,35824.97,346,618.8,Employed,Single,Yes
C103019,56,Female,62797.21,3430.98,234,612.8,Employed,Single,Yes
C103020,37,Male,48540.57,17732.06,202,755.9,Employed,Married,Yes
C103021,27,Male,45839.29,16844.39,29,738.0,Student,Single,Yes
C103022,39,Male,68204.7,31105.92,259,659.4,Self-employed,Single,Yes
C103023,30,Female,58349.65,28583.2,262,497.3,Self-employed,Married,Yes
C103024,38,Male,32489.9,12303.82,207,712.0,Employed,Single,Yes
C103025,51,Female,76943.23,32957.59,290,719.8,Unemployed,Married,No
C103026,26,Male,50394.5,17550.41,303,711.0,Employed,Married,Yes
C103027,56,Male,91842.39,17957.18,303,708.3,Unemployed,Married,Yes
C103028,31,Female,31940.2,19994.7,125,669.1,Self-employed,Divorced,Yes
C103029,63,Female,56385.83,25340.16,246,655.4,Employed,Married,Yes
C103030,56,Male,46000.45,26935.24,31,613.6,Student,Married,Yes
C103031,34,Female,40491.55,17751.36,207,638.2,Self-employed,Married,Yes
C103032,48,Male,50264.19,5153.14,62,699.3,Employed,Married,Yes
C103033,26,Male,95411.35,31400.0,119,700.3,Student,Single,No
C103034,25,Female,62867.4,14563.88,247,727.4,Self-employed,Single,Yes
C103035,66,Female,44165.84,6192.31,159,595.6,Employed,Single,No
C103036,59,Male,23427.43,2545.87,312,580.4,Employed,Married,Yes
C103037,28,Female,25572.75,4816.85,42,657.2,Unemployed,Single,Yes
C103038,34,Male,49270.74,3722.94,350,618.8,Self-employed,Divorced,Yes
C103039,30,Male,47326.24,28383.38,258,691.2,Employed,Married,Yes
C103040,39,Female,55518.99,7945.24,161,601.4,Employed,Single,Yes
C103041,34,Male,15000.0,2032.23,20,750.8,Employed,Married,Yes
C103042,36,Female,58166.37,29730.6,26,630.7,Employed,Married,Yes
C103043,46,Female,80554.6,31751.42,155,775.6,Employed,Married,Yes
C103044,30,Female,92456.82,19446.2,211,711.5,Employed,Married,Yes
C103045,63,Male,22111.08,6010.13,188,616.7,Self-employed,Single,No
C103046,55,Female,43972.14,21686.35,115,805.7,Employed,Married,No
C103047,57,Female,42915.32,30041.48,238,695.9,Employed,Divorced,Yes
C103048,29,Female,62914.43,15597.57,225,690.0,Employed,Married,Yes
C103049,54,Male,35604.55,4724.52,131,676.1,Student,Married,Yes
C103050,61,Male,93645.26,32847.14,125,708.0,Student,Single,No
C103051,29,Male,60870.45,10399.42,166,711.5,Self-employed,Divorced,Yes
C103052,57,Male,57537.07,29598.08,270,628.1,Employed,Single,Yes
C103053,38,Male,91854.27,39420.75,216,667.2,Employed,Single,Yes
C103054,58,Female,59679.05,30882.73,56,686.9,Employed,Married,No
C103055,43,Female,68006.07,40974.42,333,715.0,Employed,Married,Yes
C103056,59,Male,44984.03,13691.96,82,716.0,Employed,Married,Yes
C103057,28,Male,32589.96,21040.69,245,689.9,Employed,Married,Yes
C103058,39,Female,47792.77,16390.15,17,647.0,Employed,Single,Yes
C103059,34,Male,103739.52,17506.22,100,643.9,Employed,Married,Yes
C103060,32,Female,72660.42,36993.53,208,608.5,Employed,Married,Yes
C103061,35,Male,65490.7,33965.54,306,715.6,Self-employed,Married,Yes
C103062,39,Male,40472.53,20825.47,207,643.0,Employed,Single,No
C103063,27,Male,78225.02,17786.79,31,668.5,Employed,Single,No
C103064,54,Female,32846.13,9223.62,344,694.3,Employed,Single,Yes
C103065,47,Male,28658.87,16609.47,106,680.2,Employed,Married,Yes
C103066,60,Female,48822.26,9969.52,138,679.7,Self-employed,Married,Yes
C103067,54,Male,99089.82,40068.58,49,625.7,Employed,Married,No
C103068,28,Male,97957.88,39058.39,254,696.1,Employed,Single,Yes
C103069,24,Female,50975.26,13391.36,167,661.2,Unemployed,Married,Yes
C103070,41,Male,46516.02,13843.88,88,674.8,Employed,Married,Yes
C103071,44,Male,27192.76,15240.8,233,749.5,Employed,Married,Yes
C103072,32,Male,61560.61,7103.78,80,710.3,Employed,Single,Yes
C103073,58,Female,63240.26,28515.5,196,645.8,Employed,Married,No
C103074,48,Male,75791.13,30966.99,242,671.1,Employed,Married,Yes
C103075,56,Male,78214.15,32394.64,294,776.0,Self-employed,Married,Yes
C103076,26,Female,56051.56,17419.22,253,661.6,Employed,Married,Yes
C103077,60,Female,71120.56,7790.67,209,682.4,Employed,Single,Yes
C103078,30,Female,45987.22,24827.62,23,719.8,Employed,Single,Yes
C103079,42,Female,70740.85,7157.88,92,692.9,Employed,Single,Yes
C103080,42,Female,49855.36,11438.99,213,657.6,Employed,Single,Yes
C103081,60,Male,69189.17,45656.79,198,635.4,Student,Single,Yes
C103082,34,Male,67570.03,19942.18,197,679.4,Employed,Married,Yes
C103083,32,Female,61376.07,15815.9,267,719.5,Self-employed,Single,Yes
C103084,37,Female,75890.79,45696.06,326,759.3,Employed,Married,Yes
C103085,38,Female,28592.02,2991.39,187,592.1,Employed,Single,Yes
C103086,29,Female,38701.68,1717.45,58,785.8,Employed,Single,No
C103087,29,Male,54598.81,18797.07,165,662.7,Employed,Single,Yes
C103088,32,Male,31134.73,8030.18,99,735.5,Employed,Single,Yes
C103089,43,Female,51862.71,27142.23,196,635.7,Employed,Married,Yes
C103090,37,Male,52507.39,25077.99,217,583.3,Self-employed,Married,Yes
C103091,39,Female,86193.68,49347.86,202,601.2,Self-employed,Married,No
C103092,55,Female,62850.67,13328.61,214,660.1,Employed,Married,Yes
C103093,32,Male,80588.59,38494.47,120,711.4,Employed,Single,Yes
C103094,64,Female,66033.49,13543.16,73,681.9,Employed,Married,No
C103095,57,Female,49286.65,24587.05,309,665.0,Employed,Single,No
C103096,29,Female,62674.34,41341.56,151,747.1,Employed,Single,No
C103097,36,Male,74588.53,20616.98,84,680.1,Self-employed,Single,Yes
C103098,29,Female,83868.03,40270.01,358,696.8,Employed,Married,No
C103099,34,Male,57353.8,23907.88,23,850.0,Unemployed,Married,Yes
C103100,38,Male,27049.79,6939.8,132,679.5,Self-employed,Single,No
C103101,27,Male,25643.95,8496.44,270,638.2,Employed,Single,Yes
C103102,21,Female,53471.75,31864.51,154,708.9,Self-employed,Married,Yes
C103103,42,Female,15000.0,4760.13,305,724.0,Self-employed,Married,Yes
C103104,54,Male,95902.09,6342.35,136,698.1,Employed,Married,Yes
C103105,35,Female,71938.66,41518.13,235,689.4,Employed,Single,Yes
C103106,62,Male,47286.66,11440.22,160,768.9,Employed,Single,Yes
C103107,38,Female,37807.05,14532.86,175,761.4,Employed,Married,Yes
C103108,64,Male,80562.38,34036.94,185,673.0,Self-employed,Single,Yes
C103109,32,Female,37727.26,16049.04,351,641.4,Employed,Married,No
C103110,46,Male,39635.46,5777.77,276,705.8,Self-employed,Single,Yes
C103111,57,Female,44681.08,3301.36,141,641.0,Employed,Married,Yes
C103112,23,Male,62281.75,28447.32,156,733.1,Employed,Married,No
C103113,65,Female,72415.95,23874.98,153,705.4,Employed,Single,Yes
C103114,38,Female,83853.44,37121.13,268,840.2,Self-employed,Single,Yes
C103115,44,Male,80899.43,43991.38,217,768.4,Employed,Single,Yes
C103116,51,Male,60015.47,1216.65,197,615.3,Employed,Married,Yes
C103117,51,Female,80410.44,42086.9,161,648.9,Student,Divorced,Yes
C103118,22,Female,46580.01,19915.6,150,565.2,Employed,Single,Yes
C103119,62,Male,23582.68,15125.1,205,551.7,Self-employed,Single,Yes
C103120,50,Male,46577.38,9294.85,301,686.8,Employed,Married,Yes
C103121,68,Male,43874.79,11218.09,348,608.5,Self-employed,Married,Yes
C103122,43,Female,47360.26,18165.08,33,778.5,Employed,Married,Yes
C103123,50,Female,40812.51,28147.16,94,749.5,Employed,Single,Yes
C103124,42,Male,50777.81,26429.83,250,663.7,Employed,Single,Yes
C103125,63,Female,72400.34,21126.81,63,660.3,Employed,Divorced,Yes
C103126,60,Female,94305.14,35179.37,224,769.1,Unemployed,Married,Yes
C103127,64,Female,25493.07,3969.16,159,782.9,Employed,Single,Yes
C103128,45,Male,34245.31,13015.42,78,624.0,Employed,Married,Yes
C103129,58,Male,44171.07,17475.83,187,616.3,Employed,Married,Yes
C103130,38,Male,75314.84,35532.03,189,661.9,Student,Single,Yes
C103131,43,Male,55901.05,12378.45,260,705.9,Employed,Divorced,Yes
C103132,57,Male,45517.82,31512.29,299,649.2,Employed,Married,Yes
C103133,24,Male,74334.66,18700.52,344,707.1,Self-employed,Single,Yes
C103134,55,Male,79127.81,27303.79,164,797.0,Employed,Single,No
C103135,21,Female,59624.8,18282.08,251,595.6,Student,Married,Yes
C103136,48,Male,43675.62,18297.98,285,653.3,Employed,Married,Yes
C103137,43,Female,65405.59,28382.48,355,596.8,Unemployed,Single,Yes
C103138,43,Male,55334.64,20752.15,238,629.8,Self-employed,Married,Yes
C103139,44,Female,55179.74,5759.42,97,662.3,Employed,Single,Yes
C103140,44,Male,49752.0,7947.67,131,636.4,Employed,Single,Yes
C103141,40,Female,78499.66,27676.1,84,711.2,Employed,Divorced,Yes
C103142,42,Female,64997.6,25131.22,80,689.1,Employed,Single,Yes
C103143,48,Male,80714.02,26715.91,118,697.9,Employed,Married,Yes
C103144,57,Female,86726.52,27148.46,185,661.6,Self-employed,Single,Yes
C103145,47,Male,69179.62,8586.03,285,667.1,Employed,Single,Yes
C103146,51,Female,49870.46,24959.11,113,659.0,Employed,Single,Yes
C103147,61,Male,80806.52,21472.18,76,665.1,Employed,Divorced,Yes
C103148,68,Male,69313.29,28447.3,56,705.1,Employed,Single,Yes
C103149,26,Male,112067.36,35427.63,80,564.6,Employed,Single,Yes
C103150,55,Female,66202.06,18775.32,162,697.3,Employed,Single,Yes
C103151,31,Male,73953.76,18077.63,155,627.9,Employed,Married,Yes
C103152,30,Female,65808.48,6984.13,150,659.7,Employed,Single,Yes
C103153,59,Male,58018.03,21295.18,122,586.3,Self-employed,Single,Yes
C103154,24,Male,54824.17,19459.56,169,658.5,Self-employed,Married,No
C103155,61,Male,65884.88,18833.57,236,696.7,Employed,Married,No
C103156,57,Female,70423.52,44614.46,27,707.4,Employed,Married,Yes
C103157,68,Female,83087.76,29793.41,321,608.8,Employed,Divorced,Yes
C103158,53,Male,66177.01,24188.17,118,704.5,Employed,Single,Yes
C103159,62,Female,50742.22,18936.67,60,748.4,Self-employed,Single,Yes
C103160,26,Male,53462.92,11667.8,72,650.4,Employed,Single,Yes
C103161,63,Male,33541.26,5664.98,202,680.1,Employed,Married,Yes
C103162,28,Male,93224.28,47280.22,193,555.9,Self-employed,Married,Yes
C103163,36,Male,49176.53,15040.1,42,626.2,Self-employed,Married,Yes
C103164,27,Male,79348.81,36787.1,185,696.2,Employed,Married,Yes
